Distância (km),Tempo de Entrega (h)
193.52465823520762,6.347614371559333
475.8500101408589,15.931305956297082
368.6770314875885,12.238393008432087
303.3426572565479,10.895355182928103
86.44913381679389,11.1325895571111
86.4373149647393,6.449040365950948
38.460969962417735,4.629830517223855
434.4263114297182,16.122835529943437
304.54635575417234,9.260236272314238
356.95556312006227,11.311095415287662
20.086402204943198,6.0090808876751085
485.2558275593772,12.690540669105856
417.8968939922066,16.96980227080132
114.04616423235531,9.73430610940569
99.09423393147931,8.970963621176194
99.86820982818257,11.251460130156188
159.0786990501735,9.954546249496172
267.13065149979656,8.521727160068622
221.65305913463672,11.0063417455171
152.70227869704053,7.934946498553627
309.8079184139659,13.156257434685527
78.3519917195005,9.38864830882412
153.15087778225688,7.929725729834476
189.51730321390895,8.167788935952586
233.47429226634762,8.822163549914567
394.73622108257666,14.483797441940132
107.84015325759627,8.982220061526435
261.9748748226697,15.26331957932473
300.2831387424008,9.666090775268977
32.760702232798884,5.351793001127524
307.6969774317048,10.170102066316879
93.55682060677285,6.464147879732294
41.87528056278696,4.213369662598303
474.9539132541333,14.901154616192898
483.1596962065341,17.85098006826682
406.11470057706595,12.665479758988223
159.26074689495164,7.932374328547458
57.859335863128095,6.157434287052586
345.2741829909569,11.277116719648587
225.67472193240465,13.22880364657637
69.79873507394163,9.422304920319592
252.6366859545224,8.06590641950528
26.850375346457014,6.19643096224225
455.5669970186032,14.00104886918475
136.8021909840083,6.276388855366371
334.63591933345117,10.030878229387215
162.73842728381138,9.360798934021712
264.8333303771273,9.667091425856231
277.888036878207,9.17294185416237
100.57868320750825,6.965590511701457
485.0964676046337,18.326310025101222
389.8150834469461,13.047913174308688
470.35448136645266,11.753894619828078
448.4654017095479,13.47874679566365
302.9709896174317,14.502707330110297
461.71837516132723,13.958429811696256
53.36132600544055,7.9429519434442515
106.03160258538115,12.781461619005931
32.16137156616365,5.402305661978438
169.41186207399952,11.164884624719887
200.45187194784617,9.801954866046392
142.961025569209,9.672140915657875
416.0813794844454,14.174006898853037
184.80913007985873,10.134025242464233
147.65790974681659,5.631781830670802
275.92108074754174,12.458115486157016
79.0528702376337,5.699594181782249
403.07652056947944,12.075997102775181
46.5298154030877,6.449130582509083
493.57459893425346,13.95869150203453
388.39993695536214,14.84208073869317
107.37068395174448,3.617636952484519
12.705837390565176,5.342650173518274
409.5760999428687,13.41295147181443
356.3600984853324,13.41734594084936
367.21351234008375,10.138357613897327
387.92246987611344,13.49783437877463
46.281879349704276,6.538912067431449
185.64820698669357,10.666247451700407
66.77583916731356,5.239580093658212
432.9206786790408,13.409317168735921
315.41608214550337,9.224088901507196
172.1400321777981,13.210212824274102
41.143591640151584,8.843487622025947
162.38133764067447,5.51219230473166
169.33982779310605,9.873171100802445
367.5070273856514,13.77446508395072
322.40316096405445,13.076500612074625
444.7342438624,13.750417030595331
241.38531332935514,8.922231279622462
68.60118050976783,5.34252472820531
359.48994573926757,15.541632898722106
382.78467382227973,13.95748735520647
285.02582680905317,11.531522586706455
387.77391817773486,11.975682007637245
251.95984221855147,9.131915484860622
266.1390863971771,13.718014362575836
219.49509899568932,12.280434990637627
22.455372104606642,6.623655609082674
62.86679922671918,9.07457566087728
